Permit_Number,Owner_Name,Operating_Name,Street,City,State,Prem_Zip,Prem_County,Industry_Type,New_Permit_Flag
NC-I-15162,REDEMPTION SPIRITS LLC,AMERICAN SPIRITS EXCHANGE LIMITED,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15163,"SHAW-ROSS INTERNATIONAL IMPORTERS, LLC",SHAW-ROSS INTERNATIONAL IMPORTERS,3324 GARNER RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15164,"J SELECT, LLC",proof wine and spirits,980 DERITA RD STE D UNIT #3,CONCORD,NC,28027,CABARRUS COUNTY,Importer (Alcohol),0
NC-I-15168,THE WINE GROUP LLC,,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15171,"SAZERAC NORTH AMERICA, INC.",,977 SHOTWELL RD SUITE 103,CLAYTON,NC,27520,JOHNSTON,Importer (Alcohol),0
NC-I-15172,"WORLD WINE IMPORT, LLC",ROUGE AND BLANC,4819 EMPEROR BLVD STE 400,DURHAM,NC,27703,DURHAM,Importer (Alcohol),0
NC-I-15173,"SAZERAC COMPANY, INC.",,977 SHOTWELL RD SUITE 103,CLAYTON,NC,27520,JOHNSTON,Importer (Alcohol),0
NC-I-15174,"TEQUILA TINO IMPORTS, LLC",,404 TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15176,"UROZ BEVERAGE DISTRIBUTORS, INC.",UROZ BEVERAGE DISTRIBUTORS,920 W CHATHAM ST,CARY,NC,27511,WAKE,Importer (Alcohol),0
NC-I-15178,"COASTAL MANAGEMENT, LLC",,6861 BEACH DR,OCEAN ISLE BEACH,NC,28469,BRUNSWICK,Importer (Alcohol),0
NC-I-15179,"ARCO VENTURES, LLC",,404 E TYRON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15180,"PRIME BEVERAGE IMPORTS, LLC",,404 E TYRON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15182,HARRIS WINE IMPORTS LLC,HARRIS WINE IMPORTS,168 BRADFORD RD,MARS HILL,NC,28754,MADISON,Importer (Alcohol),0
NC-I-15183,"QUEEN OF WINES, LLC",Queen of Wines,1320 OLD OXFORD RD STE 11 AND 13,DURHAM,NC,27704,DURHAM,Importer (Alcohol),0
NC-I-15186,SOUR GRAPES LLC,Sour Grapes,2004 RIVERSIDE DR SUITE #V V,ASHEVILLE,NC,28804,BUNCOMBE,Importer (Alcohol),0
NC-I-15187,"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",,404 EAST TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-15188,"SOUTHERN GLAZER'S WINE AND SPIRITS MID ATLANTIC, LLC",SOUTHERN GLAZER'S MID ATLANTIC,9320 FOCAL POINT DR,RALEIGH,NC,27617,WAKE,Importer (Alcohol),0
NC-I-15189,"TRYON DISTRIBUTING, LLC",,2030 PARK TRYON CT,DURHAM,NC,27703,DURHAM,Importer (Alcohol),0
NC-I-15190,"CAROLINA'S DISTILLERS, LLC",,120 PROMENADE DR SUITE D,MOORESVILLE,NC,28117,IREDELL,Importer (Alcohol),0
NC-I-21001,"INTERNATIONAL ENTERPRISES OF AMERICA, LLC",,1525 S BLOUNT ST,RALEIGH,NC,27603,WAKE,Importer (Alcohol),0
NC-I-21002,FINE WINE TRADING COMPANY,,200 FORSYTH HALL DR STE B-1,CHARLOTTE,NC,28273,MECKLENBERG,Importer (Alcohol),0
NC-I-21003,"WINES D'ITALIA, LLC",,6861 BEACH DR SW,OCEAN ISLE BEACH,NC,28469,,Importer (Alcohol),0
NC-I-21004,"MARIO PROPERTIES, LLC",Tuscan Vineyard Imports,70 WOODFIN PL STE 61,ASHEVILLE,NC,28801,BUNCOMBE,Importer (Alcohol),0
NC-I-21005,INTERCONTINENTAL PRODUCTS LLC,,1310 FEDERAL RD,BENSON,NC,27504,JOHNSTON,Importer (Alcohol),0
NC-I-21006,"PURE HOLDINGS, LLC",,3324 GARNER RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21007,BEBIDA BEVERAGE COMPANY,BEBEVCO,1304 N BARKLEY RD,STATESVILLE,NC,28677,IREDELL,Importer (Alcohol),0
NC-I-21008,ZUMA IMPORTING CO.,,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21009,"CONQUISTA IMPORTS, LLC",,604 E CHATHAM ST STE E,CARY,NC,27511,,Importer (Alcohol),0
NC-I-21010,"ALTAMAR BRANDS, LLC",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21011,"ALTERNATIVE WINES, INC",Global Wines Distribution,6316 J RICHARD DR UNIT C,RALEIGH,NC,27617,WAKE,Importer (Alcohol),0
NC-I-21012,THE WINE CONNECTION CORP.,,51 CHARLYN DR,ASHEVILLE,NC,28803,BUNCOMBE,Importer (Alcohol),0
NC-I-21014,PIEDMONT WINE IMPORTS LLC.,,607 ELLIS RD BLDG 54B,DURHAM,NC,27703,DURHAM,Importer (Alcohol),0
NC-I-21015,"MASTER BRANDS DISTRIBUTORS, LLC",Master Brands,176 MINE LAKE CT STE 100,RALEIGH,NC,27615,,Importer (Alcohol),0
NC-I-21016,GORDON LOGISTICS LLC,,14620 CARROWINDS BLVD,CHARLOTTE,NC,28273,,Importer (Alcohol),0
NC-I-21017,"NEXWONE, LLC",,525 N TRYON ST STE 1600,CHARLOTTE,NC,28202,MECKLENBURG,Importer (Alcohol),0
NC-I-21018,"GREEN CREEK VINEYARDS, LLC",Green Creek Vineyards,2662 GREEN CREEK DR,COLUMBUS,NC,28722,POLK,Importer (Alcohol),0
NC-I-21019,"EMPIRE DISTRIBUTORS OF NORTH CAROLINA, INC.",,3840 KIMWELL DR,WINSTON-SALEM,NC,27103,,Importer (Alcohol),0
NC-I-21020,"QUIRILLO-PACE, LLC",,1400 CAPITAL BLVD,RALEIGH,NC,27603,,Importer (Alcohol),0
NC-I-21021,MOSHE HOLDINGS INC.,,1716 E US 70 HIGHWAY,DURHAM,NC,27703,,Importer (Alcohol),0
NC-I-21022,"MONARCA SPIRITS INTERNATIONAL, CORP.",The Monarca Spirits Company,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21024,AUTHENTIQUE VIN LLC,,101 GLOSSON CIR,CARRBORO,NC,27510,ORANGE,Importer (Alcohol),0
NC-I-21025,BACCO SELECTIONS LLC,Bacco Selections,100 JORDAN PL,ABERDEEN,NC,28315,MOORE,Importer (Alcohol),0
NC-I-21026,"ITALIAN WINES IMPORT, INC",,1812 GLENDALE DR STE B,WILSON,NC,27893,,Importer (Alcohol),0
NC-I-21027,RABELAIS WINES LLC,,2907 W PETTIGREW ST,DURHAM,NC,27705,DURHAM,Importer (Alcohol),0
NC-I-21029,"IFMH USA, LLC",IFMH USA,810 BLUEBIRD LN,WILMINGTON,NC,28409,NEW HANOVER,Importer (Alcohol),0
NC-I-21030,"BATISTINI USA, LLC",Batistini USA,3730 STANFORD WAY,CLEMMONS,NC,27012,FORSYTH,Importer (Alcohol),0
NC-I-21031,"GDL IMPORTS, LLC",,404 E TRYON RD,RALEIGH,NC,27610,JOHNSTON,Importer (Alcohol),0
NC-I-21032,DISTINCTIVE DOMAINES LLC,,2220 CAPITAL BLVD UNIT 667,RALEIGH,NC,27604,WAKE,Importer (Alcohol),0
NC-I-21033,MONDO IMPORTS LLC,,1327 N. CHURCH ST,BURLINGTON,NC,27217,,Importer (Alcohol),0
NC-I-21035,"CARDINAL STORK, LLC",,1305 NAVAHO DR STE 303,RALEIGH,NC,27609,WAKE,Importer (Alcohol),0
NC-I-21036,VALENTINE WINE AND SPIRITS IMPORT LLC,,1079 CONCORD PKWY N STE C317,CONCORD,NC,28027,CABARRUS,Importer (Alcohol),0
NC-I-21037,"LEFGROUP, LLC",JP Bourgeois,157 S LEXINGTON AVE S UNIT E,ASHEVILLE,NC,28801,BUNCOMBE,Importer (Alcohol),0
NC-I-21038,"INTERNATIONAL SPIRITS, LLC",,404 E TRYON STREET,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21039,AMERICAN VINTAGE BEVERAGE INC.,AmericanVintage Beverage Co.,404 E TYRON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21040,BIG C WINES LLC,,6316 J RICHARD DR UNIT C,RALEIGH,NC,27617,WAKE,Importer (Alcohol),0
NC-I-21041,FLYING OLIVE FARMS LLC,,6510 CHAPEL HILL RD,RALEIGH,NC,27607,WAKE,Importer (Alcohol),0
NC-I-21042,NOLANE LLC,,222 S CHURCH ST STE 100,CHARLOTTE,NC,28202,MECKLENBURG,Importer (Alcohol),0
NC-I-21043,RICKETY BRIDGE WINERY INC.,RICKETY BRIDGE,518 N HAMILTON ST,HIGH POINT,NC,27262,GUILFORD,Importer (Alcohol),0
NC-I-21045,"BLUE HEAD TEQUILA, LLC",Don Mexico Brands,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21046,MACK IMPORTS LTD,,5723 COUNTRY CLUB RD STE 600,WINSTON-SALEM,NC,27104,FORSYTH,Importer (Alcohol),0
NC-I-21047,"DE MAISON SELECTIONS, INC.",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21048,"MEGA LOGISTICS GLOBAL, LLC",,4423 FAIR SPRINGS RD,CHARLOTTE,NC,28227,MECKLENBURG,Importer (Alcohol),0
NC-I-21049,"ALOY & SONS, INC.",ALOY & SONS,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21050,"BRAZOS WINE IMPORTS, LLC",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21051,BODHI INTERNATIONAL LLC,,3770 CLEMMONS RD STE D,CLEMMONS,NC,27012,FORSYTH,Importer (Alcohol),0
NC-I-21052,"ATLANTIC AND PACIFIC SPIRITS, LLC",,309 HUFFMAN MILL RD STE 510,BURLINGTON,NC,27215,,Importer (Alcohol),0
NC-I-21053,"TOPPER'S RHUM USA, LLC",,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21054,"DISARONNO INTERNATIONAL, LLC",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21055,"LEGRANDE HOSPITALITY, LLC",Advintage Distributing of North Carolina,110 SUNRISE CENTER DR,THOMASVILLE,NC,27360,DAVIDSON,Importer (Alcohol),0
NC-I-21056,K & R IMPORTERS LLC,,712 GRALIN ST,KERNERSVILLE,NC,27284,,Importer (Alcohol),0
NC-I-21057,"THE EDRINGTON GROUP USA, LLC",Edrington Americas,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21058,IVORY COAST BEVERAGES LLC,Ivory Coast Beverages,2917 CREEK MOSS AVE,WAKE FOREST,NC,27536,,Importer (Alcohol),0
NC-I-21059,ALE N CIDER INCORPORATED,,207 JOHNSTON PKWY,KENLY,NC,27542,JOHNSTON,Importer (Alcohol),0
NC-I-21061,WINE KNOT LLC,,3264 YORKSHIRE CIR,SANFORD,NC,27332,LEE,Importer (Alcohol),0
NC-I-21062,GRIFFINWELL WINES LLC,Griffinwell Wines,"543 12 TH STREET DR, NW",HICKORY,NC,28601,,Importer (Alcohol),0
NC-I-21063,TTK DISTRIBUTION,,777 ANCIENT OAKS DRIVE,HOLLY SPRINGS,NC,27540,,Importer (Alcohol),0
NC-I-21064,LGI USA CORPORATION,,106 GREENSBORO ST STE E,CARRBORO,NC,27510,,Importer (Alcohol),0
NC-I-21065,"SOUTHERN BELLE IMPORTS & DISTRIBUTION OF NC, INC.",,128 BINGHAM RD STE 1130,ASHEVILLE,NC,28806,BUNCOMBE,Importer (Alcohol),0
NC-I-21066,GRANGE COUNCIL LLC,Osprey Imports,720 N THIRD ST STE 300,WILMINGTON,NC,28401,NEW HANOVER,Importer (Alcohol),0
NC-I-21067,LION-GRI USA LLC,,8201 ARROWRIDGE BLVD UNIT 105,CHARLOTTE,NC,28273,,Importer (Alcohol),0
NC-I-21068,INNOVINO INTERNATIONAL INC,ALEDON IMPORTS,10801 JOHNSTON RD STE 228,CHARLOTTE,NC,28226,,Importer (Alcohol),0
NC-I-21069,"CANE VENTURES, LLC",Cane Ventures,618 E 10 ST,CHARLOTTE,NC,28202,,Importer (Alcohol),0
NC-I-21070,"NORTH CAROLINA WINE DISTRIBUTORS, L.L.C.",,2020 PROGRESS CT STE 110,RALEIGH,NC,27608,,Importer (Alcohol),0
NC-I-21071,"BOUTIQUE BEVERAGE COMPANY, LLC",Executive Beverage,1220 S 13TH ST,WILMINGTON,NC,28401,NEW HANOVER,Importer (Alcohol),0
NC-I-21072,BARRIQUE WINES LLC,Barrique Wines,607 ELLIS RD UNIT 54 B,DURHAM,NC,27703,DURHAM,Importer (Alcohol),0
NC-I-21073,FREE WORLD TRADE INC.,FREE WORLD TRADE,10130 MALLARD CREEK RD STE 300,CHARLOTTE,NC,28262,MECKLENBURG,Importer (Alcohol),0
NC-I-21074,XCEL CONSULTING LLC,OenoNeo,9370 FALLS OF NEUSE RD STE 201,RALEIGH,NC,27615,WAKE,Importer (Alcohol),0
NC-I-21075,GT HAMPTON LLC,,195 MAYFAIR RD,MOORESVILLE,NC,28117,IREDELL,Importer (Alcohol),0
NC-I-21076,ANTONI ROMERO BLANCH,Terroir Wine Imports,1827 BELVEDERE AVE,CHARLOTTE,NC,28205,MECKLENBURG,Importer (Alcohol),0
NC-I-21077,WOOLSHED LLC,,189 PEAKVIEW PL,CHAPEL HILL,NC,27517,,Importer (Alcohol),0
NC-I-21078,SOUTHERN WICKED BEVERAGES LLC,,404 E TRYON ST,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21079,"VINOTOPIA, LLC",,4122 BENNETT MEMORIAL RD UNIT 105,DURHAM,NC,27705,DURHAM,Importer (Alcohol),0
NC-I-21080,RISE OVER RUN INC.,,2004 RIVERSIDE DR UNIT XY,WOODFIN,NC,28804,BUNCOMBE,Importer (Alcohol),0
NC-I-21081,"CORE-MARK DISTRIBUTORS, INC.",,1144 BROADWAY RD,SANFORD,NC,27332,,Importer (Alcohol),0
NC-I-21082,DANDELION WINES DISTRIBUTOR LLC,,2220 CAPITAL BLVD UNIT 543,RALEIGH,NC,27604,WAKE,Importer (Alcohol),0
NC-I-21083,SOVEREIGN BRANDS LLC,,404 EAST TYRON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21084,ANTONI ROMERO BLANCH,Terroir Wine Imports,1827 BELVEDERE AVE,CHARLOTTE,NC,28205,,Importer (Alcohol),0
NC-I-21085,"EKEKO DISTRIBUTION, INC.",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21086,"R.S. LIPMAN COMPANY, LLC",,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21087,"CAPE FEAR VINEYARD AND WINERY, LLC",Cape Fear Distillery,277 BOURBON ST,ELIZABETHTOWN,NC,28337,BLADEN,Importer (Alcohol),0
NC-I-21088,"VIRGILE'S WINE, LLC",,1315 VALLEY RUN,DURHAM,NC,27707,DURHAM,Importer (Alcohol),0
NC-I-21091,"321 WINE, LLC",Kellogg Selections,406 W 32ND ST BLDG,CHARLOTTE,NC,28206,MECKLENBURG,Importer (Alcohol),0
NC-I-21092,TTR PRODUCTS CORP.,,109 NW HUNTERSVILLE RD,MORRISVILLE,NC,27560,WAKE,Importer (Alcohol),0
NC-I-21093,"GLOBAL SPIRITS USA, LLC",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21094,DEMERARA DISTILLERS (USA) INC.,,404 E TYRON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21095,HERMES DISTRIBUTION LLC,,4 SHADY OAK DR,ASHEVILLE,NC,28803,BUNCOMBE,Importer (Alcohol),0
NC-I-21096,"THREE STACKS DISTILLING CO., LLC",,906 W ATLANTIC AVE STE 200,KINSTON,NC,28501,LENIOR,Importer (Alcohol),0
NC-I-21097,"THE FRENCH WINE BUREAU, LLC",,8480 HONEYCUTT RD STE 200,RALEIGH,NC,27619,WAKE,Importer (Alcohol),0
NC-I-21098,LIZARD LICK BREWING AND DISTILLERY LLC,Lizard Lick Distillery,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21099,"BRING THE WINE, LLC",Bring The Wine,1053 E WHITAKER MILL RD STE 145A,RALEIGH,NC,27604,WAKE,Importer (Alcohol),0
NC-I-21101,LAURA ANN LEE,The Vine Imports,108 HONEYRIDGE LN,HOLLY SPRINGS,NC,27540,WAKE,Importer (Alcohol),0
NC-I-21102,HOPE BEVERAGE LLC,,1111 NEVILLE ST STE 110,DURHAM,NC,27701,,Importer (Alcohol),0
NC-I-21103,"SOAKED BARREL, LLC",,369 HOLLY RIDGE RD,HOLLY RIDGE,NC,28445,,Importer (Alcohol),0
NC-I-21104,"JUICE WINE CO., LLC",,713 ANN ST,BEAUFORT,NC,28516,CARTERET,Importer (Alcohol),0
NC-I-21105,"MONSIEUR TOUTON SELECTION (NC), LTD",,520 HINTON OAKS BLVD STE 100B,KNIGHTDALE,NC,27545,,Importer (Alcohol),0
NC-I-21106,"GIA DISTILLERY, INC",,203 E MURPHY ST,MADISON,NC,27025,ROCKINGHAM,Importer (Alcohol),0
NC-I-21107,"MURTO MADE, LLC",Murto Made,404 EAST TYRON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21108,DZ ENTERPRISES LLC,Independent Craft Distributors,10309 BILLSDALE CT,HUNTERSVILLE,NC,28078,MECKLENBURG,Importer (Alcohol),0
NC-I-21109,"ACQUIRED TASTINGS, LLC",,2634 LAUREL CHERRY ST,RALEIGH,NC,27612,,Importer (Alcohol),0
NC-I-21110,CFI CHARLTON FAMILY INDUSTRIES,,1545 COOPER ST STE C,DURHAM,NC,27703,,Importer (Alcohol),0
NC-I-21111,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers-Mutual Distributing of North Carolina,130 OVAL RD,ARDEN,NC,28704,,Importer (Alcohol),0
NC-I-21113,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers,2233 CAPITAL BLVD,RALEIGH,NC,27604,,Importer (Alcohol),0
NC-I-21114,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers,301 INDUSTRIAL DR,NEW BERN,NC,28562,,Importer (Alcohol),0
NC-I-21115,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers,149 S WALNUT CIR,GREENSBORO,NC,27409,,Importer (Alcohol),0
NC-I-21116,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers,1308 US HWY 17 S,ELIZABETH CITY,NC,27909,,Importer (Alcohol),0
NC-I-21117,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers,3120 MUTUAL RD,WILMINGTON,NC,28405,,Importer (Alcohol),0
NC-I-21118,ETRUSCAN IMPORTS LLC,,6901 DOWNWIND RD UNIT L,GREENSBORO,NC,27409,GUILFORD,Importer (Alcohol),0
NC-I-21119,"FUNDAMENTAL BEVERAGES, LLC",,120 GREENWICH RD STE J,CHARLOTTE,NC,28211,MECKLENBURG,Importer (Alcohol),0
NC-I-21120,FINALLY HERS LLC,,113 N INDIAN TRAIL RD UNIT 234,INDIAN TRAIL,NC,28079,UNION COUNTY,Importer (Alcohol),0
NC-I-21122,"KENMARA, LLC",,1275 RUTLEDGE RD,COLUMBUS,NC,28722,POLK,Importer (Alcohol),0
NC-I-21123,LITTLE MOUSE LLC,,2178 BULL PEN RD,CASHIERS,NC,28717,,Importer (Alcohol),0
NC-I-21124,"TUNNEL CREEK WINERY, LLC",Tunnel Creek Vineyards,1333 BERRYHILL RD,ROXBORO,NC,27574,,Importer (Alcohol),0
NC-I-21125,"LOW SPIRITS, LLC",,212 W ENTERPRISE ST,DURHAM,NC,27707,,Importer (Alcohol),0
NC-I-21126,BCA-BREWING CORPORATION OF THE AMERICAS INC,,20462 CHARTWELL CENTER DR STE B,CORNELIUS,NC,28031,MECKLENBURG,Importer (Alcohol),0
NC-I-21127,"BILTMORE ESTATE WINE COMPANY, LLC",,1 N PACK SQ,ASHEVILLE,NC,28801,,Importer (Alcohol),0
NC-I-21128,THE MILLS GROUPE LLC,The Mills Groupe,301 S TRYON ST #20063,CHARLOTTE,NC,28282,,Importer (Alcohol),0
NC-I-21129,"SANTA FE IMPORTS, LLC",,1525 S BLOUNT ST,RALEIGH,NC,27603,WAKE,Importer (Alcohol),0
NC-I-21130,"C3 INVESTMENT HOLDINGS, LLC",,816 WHISTLER CT,COROLLA,NC,27927,,Importer (Alcohol),0
NC-I-21131,FACRO DRMS LLC,Peruvian Market,115 N MERRITT MILL RD STE 103,CHAPEL HILL,NC,27516,ORANGE,Importer (Alcohol),0
NC-I-21133,"CALVIN DUBS, LLC",CalVin Consulting Group,909 AMANDA DR,MATTHEWS,NC,28104,,Importer (Alcohol),0
NC-I-21134,"WORLD'S FINEST WINES, L.L.C.",,"578 ARBOR HILL RD UNIT 1112, 1030",KERNERSVILLE,NC,27284,,Importer (Alcohol),0
NC-I-21135,"SODUS GROUP TRADING, LLC",,364 A DIXON ST,LEXINGTON,NC,27292,DAVIDSON,Importer (Alcohol),0
NC-I-21136,CSM INTERNATIONAL INC,HELVETIA IMPORT,1205 25TH ST PL SE,HICKORY,NC,28602,CATAWBA,Importer (Alcohol),0
NC-I-21137,EASTERN CARIBBEAN RUM CO. LLC,,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21138,"YOUNG WON TRADING, INC.",,5103 UNICON DR CONDO G,WAKE FOREST,NC,27587,,Importer (Alcohol),0
NC-I-21139,"JOHNSON BROTHERS OF NORTH CAROLINA, INC.",Johnson Brothers - Mutual Distributing of North Carolina,2730 QUEEN CITY DR,CHARLOTTE,NC,28208,,Importer (Alcohol),0
NC-I-21140,CRUTCHFIELD DISTRIBUTORS LLC,,404 E TRYON RD,RALEIGH,NC,27610,WAKE,Importer (Alcohol),0
NC-I-21141,"RAPIER SOLUTIONS, INC.","Rapier Solutions, Inc.",3095 SE SENNA DR,MATTHEWS,NC,28105,,Importer (Alcohol),0
NC-I-21142,MEDSEA IMPORTS LLC,,535 E CLEMMONSVILLE RD STE B,WINSTON-SALEM,NC,27107,FORSYTH,Importer (Alcohol),0
NC-I-21143,SHOE CRAZY WINE NC LLC,Shoe Crazy Wine NC,1545 COOPER ST,DURHAM,NC,27703,DURHAM,Importer (Alcohol),0
NC-I-21146,DONITA CARTER-TWYMAN,N10Chun'z Wine Company,1303 SEIGLE AVE APT 236,CHARLOTTE,NC,28205,MECKLENBURG,Importer (Alcohol),0
NC-I-21147,QUE CHULADA LLC,,706 N SECREST AVE STE A,MONROE,NC,28110,UNION,Importer (Alcohol),0
NC-I-21149,HENRY JAMES INNOVATIONS LLC,HENRY JAMES INNOVATIONS,6300 LIMOUSINE DR UNIT 130,RALEIGH,NC,27617,,Importer (Alcohol),0
NC-I-21150,"ALLORA WINE COMPANY, LLC",,120-7 CAUSEWAY DR,OCEAN ISLE BEACH,NC,28469,,Importer (Alcohol),0
NC-I-21152,"CELLAR DISTRIBUTING, LLC",,6012 OLD PINEVILLE RD STE E,CHARLOTTE,NC,28217,MECKLENBURG,Importer (Alcohol),0
NC-I-21153,"BMG CELLARS, LLC",,13420 W REESE BLVD 12B,HUNTERSVILLE,NC,28078,MECKLENBURG,Importer (Alcohol),0
NC-I-21154,D'RIVERA FOOD LLC,,1408 LOWENSTEIN ST,WAKE FOREST,NC,27587,FRANKLIN,Importer (Alcohol),0
NC-I-21155,"THE OLD NICK WILLIAMS COMPANY, INC.",The Old Nick Williams Co.,2675 WILLIAMS RD,LEWISVILLE,NC,27023,FORSYTH,Importer (Alcohol),0
NC-I-21156,BLK GRAPE INCORPORATED,Blk Grape,710 E 7TH ST APT 307,CHARLOTTE,NC,28202,MECKLENBURG,Importer (Alcohol),0
NC-I-21157,SOUTHER WILLIAMS VINEYARD LLC,"Souther Williams Vineyard, LLC",655 HOOPERS CREEK RD,FLETCHER,NC,28732,HENDERSON,Importer (Alcohol),0
NC-I-21158,ARGATO SPIRITS INTERNATIONAL LLC,,6300 CASS HOLT RD,HOLLY SPRINGS,NC,27540,,Importer (Alcohol),0
NC-I-21159,ELEPHANTS CORNER WINES LLC,Elephants Corner Wines,617 N.LIBERTY ST 011,WINSTON SALEM,NC,27101,FORSYTH,Importer (Alcohol),0
NC-I-21160,PARTNERS AND GRAPES LLC,Partners and Grapes,4539 HEDGEMORE DR,CHARLOTTE,NC,28209,MECKLENBURG,Importer (Alcohol),0
NC-I-21161,"ALEXANDER MURRAY & CO, INC.",,404 E TRYON RD,RALEIGH,NC,27610,,Importer (Alcohol),0
NC-I-21163,INTERNATIONAL CELLARS LLC,,2525 WHILDEN DR,DURHAM,NC,27713,,Importer (Alcohol),0
NC-I-21164,CLEARBRU GROUP LLC,ClearBru Group,801 CATES ST APT A,CHARLOTTE,NC,28202,MECKLENBURG,Importer (Alcohol),0
NC-I-21166,"PRIME BEVERAGE GROUP, LLC",,1858 KANNAPOLIS PKWY,KANNAPOLIS,NC,28027,,Importer (Alcohol),0
NC-I-21167,"MURTO MADE, LLC",,11941 RAMAH CHURCH RD,HUNTERSVILLE,NC,28078,MECKLENBURG,Importer (Alcohol),0
NC-I-21168,"DOGLL HUNT, LLC",That Dog'll Hunt,8708 DEERLAND GROVE DR,RALEIGH,NC,27615,WAKE,Importer (Alcohol),0
NC-I-21169,BLK GRAPE INCORPORATED,BLK Grape Inc,6608 E WT HARRIS BLVD STE F,CHARLOTTE,NC,28215,MECKLENBURG,Importer (Alcohol),0
NC-I-21170,OMNISTATE DISTRIBUTION LLC,,2525 WHILDEN DR,DURHAM,NC,27713,,Importer (Alcohol),0
NC-I-21171,WINE & RITAS - THE SISTERHOOD LLC,,104 S WHITE ST UNIT 102,WAKE FOREST,NC,27587,,Importer (Alcohol),0
NC-I-21172,SA-VOR LLC,SAvor wines of South Africa,3415 WESTINGHOUSE BLVD STE 1,CHARLOTTE,NC,28273,MECKLENBURG,Importer (Alcohol),0
NC-I-21173,AMARO MINOR LLC,Amaro Minor LLC,6321 E LAKE ANNE DR,RALEIGH,NC,27612,WAKE,Importer (Alcohol),0
NC-I-21174,PAIS SELECTIONS LLC,,7629 BIRCHWALK DR,HUNTERSVILLE,NC,28078,MECKLENBURG,Importer (Alcohol),0
NC-I-21175,BCA-BREWING CORPORATION OF THE AMERICAS INC,,2748 INTERSTATE ST STE E,CHARLOTTE,NC,28208,MECKLENBURG,Importer (Alcohol),0
NC-I-21176,BULL VENTURES INC.,,225 S POPLAR ST APT 1315,CHARLOTTE,NC,28202,MECKLENBURG,Importer (Alcohol),0
NC-I-21177,"ARTESANIAS ALEBRIJE, L.L.C.",Artisans Outlet,1025 OUTLET CENTER DR STE 600,NEWTON GROVE,NC,28366,JOHNSTON,Importer (Alcohol),0
NC-I-21178,WISELY SUPPLY & DISTRIBUTION LLC,,2404 STATELY OAKS DR,RALEIGH,NC,27614,,Importer (Alcohol),0
NC-I-21179,NAA LIUUSA LLC,,1313 CLARENDON ST,DURHAM,NC,27705,DURHAM,Importer (Alcohol),0
NC-I-21180,THIRD CREEK VINEYARDS LLC,,2145 THIRD CREEK CHURCH RD,CLEVELAND,NC,27013,ROWAN,Importer (Alcohol),0
